,Gene ID,Log2Ratio,p-value,Max RPKM,Entrez To,Official Gene Symbol To,Species,Gene Name
21559,NM_182610,-1.56,0.0395,5.87,344658,SAMD7,Homo sapiens,sterile alpha motif domain containing 7(SAMD7)
21614,NM_001024401,-4.89,0.0301,40744.69,388228,SBK1,Homo sapiens,SH3 domain binding kinase 1(SBK1)
21677,NM_024906,-1.07,0.0175,1671.96,79966,SCD5,Homo sapiens,stearoyl-CoA desaturase 5(SCD5)
21679,NM_144777,-3.7,0.0237,8.34,8796,SCEL,Homo sapiens,sciellin(SCEL)
21680,NM_001160706,-3.12,0.0209,5.48,8796,SCEL,Homo sapiens,sciellin(SCEL)
21737,NM_014191,-3.59,0.0208,1740.73,6334,SCN8A,Homo sapiens,sodium voltage-gated channel alpha subunit 8(SCN8A)
21740,NM_001159576,-4.89,0.0321,32662.2,6337,SCNN1A,Homo sapiens,sodium channel epithelial 1 subunit alpha(SCNN1A)
21743,NM_000336,-7.39,0.0178,8107.08,6338,SCNN1B,Homo sapiens,sodium channel epithelial 1 subunit beta(SCNN1B)
21770,NM_001145023,-1.38,0.0419,11482.36,90507,SCRN2,Homo sapiens,secernin 2(SCRN2)
21783,NM_017988,-1.13,0.0313,81813.87,55681,SCYL2,Homo sapiens,SCY1 like pseudokinase 2(SCYL2)
21784,NM_020423,-2.12,0.024,6792.82,57147,SCYL3,Homo sapiens,SCY1 like pseudokinase 3(SCYL3)
21816,NM_001035511,-2.2,0.0232,306.81,6391,SDHC,Homo sapiens,succinate dehydrogenase complex subunit C(SDHC)
21823,NM_138969,-5.72,0.0184,5122.42,195814,SDR16C5,Homo sapiens,short chain dehydrogenase/reductase family 16C member 5(SDR16C5)
21847,NM_014866,-1.9,0.000286,35864.2,9919,SEC16A,Homo sapiens,"SEC16 homolog A, endoplasmic reticulum export factor(SEC16A)"
21890,NM_003944,-2.34,0.0218,198.61,8991,SELENBP1,Homo sapiens,selenium binding protein 1(SELENBP1)
21892,NM_000655,-4.02,0.0289,156.93,6402,SELL,Homo sapiens,selectin L(SELL)
21904,NM_004186,-1.93,0.0217,35023.39,6405,SEMA3F,Homo sapiens,semaphorin 3F(SEMA3F)
21905,NM_020163,-3.42,0.0499,3768.04,56920,SEMA3G,Homo sapiens,semaphorin 3G(SEMA3G)
21906,NM_022367,-5.86,0.00035,5686.67,64218,SEMA4A,Homo sapiens,semaphorin 4A(SEMA4A)
21913,NM_017893,-1.3,0.0446,4070.69,57715,SEMA4G,Homo sapiens,semaphorin 4G(SEMA4G)
21931,NM_021627,-1.37,0.045,28254.49,59343,SENP2,Homo sapiens,SUMO specific peptidase 2(SENP2)
21942,NM_012248,-1.63,0.00355,76716.56,22928,SEPHS2,Homo sapiens,selenophosphate synthetase 2(SEPHS2)
21945,NM_005410,-11.3,0.0195,84390.95,6414,SELENOP,Homo sapiens,selenoprotein P(SELENOP)
21950,NM_052838,-1.61,0.0158,255.39,1731,SEPTIN1,Homo sapiens,septin 1(SEPTIN1)
21961,NM_145733,-4.38,0.0296,2613.97,55964,SEPTIN3,Homo sapiens,septin 3(SEPTIN3)
21967,NM_145799,-2.02,0.0467,5522.4,23157,SEPTIN6,Homo sapiens,septin 6(SEPTIN6)
21978,NM_001113491,-1.77,0.00246,255520.37,10801,SEPTIN9,Homo sapiens,septin 9(SEPTIN9)
21985,NM_003009,-1.26,0.00404,26590.35,6415,SELENOW,Homo sapiens,selenoprotein W(SELENOW)
21995,NM_001018108,-1.12,0.0168,41312.08,10169,SERF2,Homo sapiens,small EDRK-rich factor 2(SERF2)
22000,NM_178865,-4.28,0.00874,74670.87,347735,SERINC2,Homo sapiens,serine incorporator 2(SERINC2)
22008,NM_001127704,-7.55,0.0189,7252.1,5265,SERPINA1,Homo sapiens,serpin family A member 1(SERPINA1)
22012,NM_001127705,-5.95,0.034,5560.57,5265,SERPINA1,Homo sapiens,serpin family A member 1(SERPINA1)
22058,NM_203344,-1.35,0.000895,23915.89,29946,SERTAD3,Homo sapiens,SERTA domain containing 3(SERTAD3)
22060,NM_019605,-3.46,0.00485,25369.2,56256,SERTAD4,Homo sapiens,SERTA domain containing 4(SERTAD4)
22072,NM_015048,-1.22,0.00552,63863.68,23067,SETD1B,Homo sapiens,"SET domain containing 1B, histone lysine methyltransferase(SETD1B)"
22085,NM_012432,-1.32,0.0433,21160.53,9869,SETDB1,Homo sapiens,SET domain bifurcated histone lysine methyltransferase 1(SETDB1)
22091,NM_178860,-3.87,0.0225,47.2,124925,SEZ6,Homo sapiens,seizure related 6 homolog(SEZ6)
22092,NM_001098635,-3.59,0.0267,39.26,124925,SEZ6,Homo sapiens,seizure related 6 homolog(SEZ6)
22112,NM_014775,-1.73,0.0301,4821.42,9814,SFI1,Homo sapiens,SFI1 centrin binding protein(SFI1)
22117,NM_001029880,-3.38,0.032,1119.29,57713,SFMBT2,Homo sapiens,Scm like with four mbt domains 2(SFMBT2)
22141,NM_030971,-1.34,0.0108,30025.48,81855,SFXN3,Homo sapiens,sideroflexin 3(SFXN3)
22181,NM_001098498,-3.91,0.00511,214.24,129049,SGSM1,Homo sapiens,small G protein signaling modulator 1(SGSM1)
22182,NM_133454,-3.66,0.0128,247.34,129049,SGSM1,Homo sapiens,small G protein signaling modulator 1(SGSM1)
22183,NM_001039948,-3.41,0.0458,187.18,129049,SGSM1,Homo sapiens,small G protein signaling modulator 1(SGSM1)
22184,NM_001098497,-3.17,0.00964,176.49,129049,SGSM1,Homo sapiens,small G protein signaling modulator 1(SGSM1)
22186,NM_014853,-1.1,0.0458,14803.2,9905,SGSM2,Homo sapiens,small G protein signaling modulator 2(SGSM2)
22203,NM_005490,-2.68,0.00769,7914.34,10045,SH2D3A,Homo sapiens,SH2 domain containing 3A(SH2D3A)
22223,NM_003023,-2.67,0.000324,9233.24,6452,SH3BP2,Homo sapiens,SH3 domain binding protein 2(SH3BP2)
22225,NM_001122681,-1.44,0.0451,1935.72,6452,SH3BP2,Homo sapiens,SH3 domain binding protein 2(SH3BP2)
22240,NM_020145,-1.81,0.00391,69392.19,56904,SH3GLB2,Homo sapiens,"SH3 domain containing GRB2 like, endophilin B2(SH3GLB2)"
22250,NM_001159597,-3.88,0.0358,17602.0,26751,SH3YL1,Homo sapiens,SH3 and SYLF domain containing 1(SH3YL1)
22254,NM_012309,-4.72,0.00369,76559.28,22941,SHANK2,Homo sapiens,SH3 and multiple ankyrin repeat domains 2(SHANK2)
22272,NM_001010846,-1.54,0.000491,154.68,126669,SHE,Homo sapiens,Src homology 2 domain containing E(SHE)
22273,NM_138356,-2.04,0.038,91.94,90525,SHF,Homo sapiens,Src homology 2 domain containing F(SHF)
22283,NM_001145204,-2.06,0.0316,17158.62,729993,SHISA9,Homo sapiens,shisa family member 9(SHISA9)
22290,NM_000451,-1.23,0.0253,106.84,6473,SHOX,Homo sapiens,SHOX homeobox(SHOX)
22301,NM_001649,-4.4,0.00195,23778.02,357,SHROOM2,Homo sapiens,shroom family member 2(SHROOM2)
22311,NM_017699,-2.45,0.00552,990.37,54847,SIDT1,Homo sapiens,SID1 transmembrane family member 1(SIDT1)
22312,NM_001040455,-1.65,0.0226,8396.87,51092,SIDT2,Homo sapiens,SID1 transmembrane family member 2(SIDT2)
22313,NM_001135053,-4.36,0.0138,7175.84,59307,SIGIRR,Homo sapiens,single Ig and TIR domain containing(SIGIRR)
22319,NM_052884,-1.45,0.0374,43.41,114132,SIGLEC11,Homo sapiens,sialic acid binding Ig like lectin 11(SIGLEC11)
22327,NM_014442,-1.22,0.0352,105.49,27181,SIGLEC8,Homo sapiens,sialic acid binding Ig like lectin 8(SIGLEC8)
22414,NM_001146173,-4.66,0.0232,122.67,89886,SLAMF9,Homo sapiens,SLAM family member 9(SLAMF9)
22416,NM_001146172,-3.19,0.0183,51.77,89886,SLAMF9,Homo sapiens,SLAM family member 9(SLAMF9)
22448,NM_006598,-1.72,0.032,65999.68,10723,SLC12A7,Homo sapiens,solute carrier family 12 member 7(SLC12A7)
22476,NM_152527,-6.76,0.0464,42474.27,151473,SLC16A14,Homo sapiens,solute carrier family 16 member 14(SLC16A14)
22483,NM_004694,-2.69,0.021,6992.88,9120,SLC16A6,Homo sapiens,solute carrier family 16 member 6(SLC16A6)
22485,NM_013356,-4.48,0.00511,1528.43,23539,SLC16A8,Homo sapiens,solute carrier family 16 member 8(SLC16A8)
22525,NM_183233,-3.23,0.0162,846.08,5002,SLC22A18,Homo sapiens,solute carrier family 22 member 18(SLC22A18)
22526,NM_002555,-2.45,0.00442,4913.89,5002,SLC22A18,Homo sapiens,solute carrier family 22 member 18(SLC22A18)
22529,NM_015482,-2.73,0.0212,39567.15,63027,SLC22A23,Homo sapiens,solute carrier family 22 member 23(SLC22A23)
22534,NM_003060,-2.37,0.00135,29623.19,6584,SLC22A5,Homo sapiens,solute carrier family 22 member 5(SLC22A5)
22540,NM_080866,-2.18,0.0336,15.75,114571,SLC22A9,Homo sapiens,solute carrier family 22 member 9(SLC22A9)
22542,NM_152685,-2.97,0.05,417.7,9963,SLC23A1,Homo sapiens,solute carrier family 23 member 1(SLC23A1)
22545,NM_001144890,-2.3,0.000459,1898.42,151295,SLC23A3,Homo sapiens,solute carrier family 23 member 3(SLC23A3)
22546,NM_001144889,-1.99,0.00122,1980.12,151295,SLC23A3,Homo sapiens,solute carrier family 23 member 3(SLC23A3)
22562,NM_003951,-1.5,0.0233,1184.21,9016,SLC25A14,Homo sapiens,solute carrier family 25 member 14(SLC25A14)
22599,NM_001143780,-1.29,0.0121,42037.45,51629,SLC25A39,Homo sapiens,solute carrier family 25 member 39(SLC25A39)
22608,NM_182556,-1.47,0.0445,651.84,283130,SLC25A45,Homo sapiens,solute carrier family 25 member 45(SLC25A45)
22611,NM_207117,-3.97,0.0207,15.66,283600,SLC25A47,Homo sapiens,solute carrier family 25 member 47(SLC25A47)
22622,NM_213613,-3.34,0.00785,6494.02,10861,SLC26A1,Homo sapiens,solute carrier family 26 member 1(SLC26A1)
22623,NM_022042,-2.71,0.0155,4886.62,10861,SLC26A1,Homo sapiens,solute carrier family 26 member 1(SLC26A1)
22626,NM_173626,-1.33,0.000107,5050.71,284129,SLC26A11,Homo sapiens,solute carrier family 26 member 11(SLC26A11)
22641,NM_052961,-6.42,0.042,85.66,116369,SLC26A8,Homo sapiens,solute carrier family 26 member 8(SLC26A8)
22663,NM_001532,-3.19,0.00147,15820.02,3177,SLC29A2,Homo sapiens,solute carrier family 29 member 2(SLC29A2)
22669,NM_001024938,-1.13,0.0322,241.45,66035,SLC2A11,Homo sapiens,solute carrier family 2 member 11(SLC2A11)
22673,NM_052885,-1.77,0.049,16676.79,114134,SLC2A13,Homo sapiens,solute carrier family 2 member 13(SLC2A13)
22685,NM_014580,-1.21,0.0327,10455.26,29988,SLC2A8,Homo sapiens,solute carrier family 2 member 8(SLC2A8)
22705,NM_003052,-3.59,0.0274,33.11,6569,SLC34A1,Homo sapiens,solute carrier family 34 member 1(SLC34A1)
22709,NM_001042498,-2.01,0.0186,27951.57,7355,SLC35A2,Homo sapiens,solute carrier family 35 member A2(SLC35A2)
22731,NM_182838,-1.61,0.0097,4361.16,9906,SLC35E2A,Homo sapiens,solute carrier family 35 member E2A (pseudogene)(SLC35E2A)
22733,NM_018656,-1.32,0.0453,16712.72,55508,SLC35E3,Homo sapiens,solute carrier family 35 member E3(SLC35E3)
22754,NM_018964,-3.85,0.0326,5002.2,54020,SLC37A1,Homo sapiens,solute carrier family 37 member 1(SLC37A1)
22777,NM_014437,-1.85,0.000455,6668.99,27173,SLC39A1,Homo sapiens,solute carrier family 39 member 1(SLC39A1)
22781,NM_001159770,-3.24,0.0209,48704.55,201266,SLC39A11,Homo sapiens,solute carrier family 39 member 11(SLC39A11)
22796,NM_173596,-2.31,0.0473,431.18,283375,SLC39A5,Homo sapiens,solute carrier family 39 member 5(SLC39A5)
22826,NM_020428,-2.67,0.00332,106947.63,57153,SLC44A2,Homo sapiens,solute carrier family 44 member 2 (CTL2 blood group)(SLC44A2)
22828,NM_001114106,-3.43,0.0248,1273.25,126969,SLC44A3,Homo sapiens,solute carrier family 44 member 3(SLC44A3)
22829,NM_152369,-2.81,0.0482,340.02,126969,SLC44A3,Homo sapiens,solute carrier family 44 member 3(SLC44A3)
22831,NM_001130058,-3.66,0.0489,456.13,204962,SLC44A5,Homo sapiens,solute carrier family 44 member 5(SLC44A5)
22846,NM_000342,-1.34,0.00494,423.27,6521,SLC4A1,Homo sapiens,solute carrier family 4 member 1 (Diego blood group)(SLC4A1)
22856,NM_133478,-1.36,0.00867,15434.24,57835,SLC4A5,Homo sapiens,solute carrier family 4 member 5(SLC4A5)
22862,NM_018845,-2.26,0.046,31269.25,55974,SLC50A1,Homo sapiens,solute carrier family 50 member 1(SLC50A1)
22865,NM_152672,-1.5,0.0311,32.29,200931,SLC51A,Homo sapiens,solute carrier family 51 member A(SLC51A)
22870,NM_033409,-8.45,0.0392,10867.18,113278,SLC52A3,Homo sapiens,solute carrier family 52 member 3(SLC52A3)
22875,NM_178498,-9.18,0.000236,681.03,159963,SLC5A12,Homo sapiens,solute carrier family 5 member 12(SLC5A12)
22902,NM_020208,-2.37,0.0151,384.57,54716,SLC6A20,Homo sapiens,solute carrier family 6 member 20(SLC6A20)
22912,NM_006934,-3.62,0.012,4954.36,6536,SLC6A9,Homo sapiens,solute carrier family 6 member 9(SLC6A9)
22918,NM_138817,-4.38,0.000355,20.83,157724,SLC7A13,Homo sapiens,solute carrier family 7 member 13(SLC7A13)
22935,NM_182728,-7.67,0.0303,5828.82,23428,SLC7A8,Homo sapiens,solute carrier family 7 member 8(SLC7A8)
22936,NM_001126335,-1.5,0.0409,54.15,11136,SLC7A9,Homo sapiens,solute carrier family 7 member 9(SLC7A9)
22951,NM_003048,-4.03,0.00403,35513.22,6549,SLC9A2,Homo sapiens,solute carrier family 9 member A2(SLC9A2)
22953,NM_004252,-5.15,0.00214,303536.62,9368,NHERF1,Homo sapiens,NHERF family PDZ scaffold protein 1(NHERF1)
22954,NM_001130012,-2.63,0.0138,49086.49,9351,NHERF2,Homo sapiens,NHERF family PDZ scaffold protein 2(NHERF2)
22956,NM_001011552,-1.31,0.0166,4031.03,389015,SLC9A4,Homo sapiens,solute carrier family 9 member A4(SLC9A4)
23018,NM_014720,-6.41,0.00297,37550.69,9748,SLK,Homo sapiens,STE20 like kinase(SLK)
23028,NM_020427,-7.72,0.045,211.16,57152,SLURP1,Homo sapiens,secreted LY6/PLAUR domain containing 1(SLURP1)
23037,NM_001003652,-1.36,0.0488,12360.53,4087,SMAD2,Homo sapiens,SMAD family member 2(SMAD2)
23080,NM_003075,-1.47,0.0021,62587.52,6601,SMARCC2,Homo sapiens,SWI/SNF related BAF chromatin remodeling complex subunit C2(SMARCC2)
23085,NM_001098426,-1.91,0.00952,49653.09,6603,SMARCD2,Homo sapiens,SWI/SNF related BAF chromatin remodeling complex subunit D2(SMARCD2)
23116,NM_201569,-1.4,0.00286,57786.01,9887,SMG7,Homo sapiens,SMG7 nonsense mediated mRNA decay factor(SMG7)
23121,NM_001163724,-4.93,0.000266,1070.91,388588,SMIM1,Homo sapiens,small integral membrane protein 1 (Vel blood group)(SMIM1)
23126,NM_174921,-2.7,0.00786,63421.94,201895,SMIM14,Homo sapiens,small integral membrane protein 14(SMIM14)
23136,NM_001162995,-5.46,0.0346,1523.29,643008,SMIM5,Homo sapiens,small integral membrane protein 5(SMIM5)
23165,NM_006714,-1.43,0.0318,2875.32,10924,SMPDL3A,Homo sapiens,sphingomyelin phosphodiesterase acid like 3A(SMPDL3A)
23166,NM_001009568,-6.56,0.00549,1488.67,27293,SMPDL3B,Homo sapiens,sphingomyelin phosphodiesterase acid like 3B(SMPDL3B)
23167,NM_014474,-6.49,0.0459,5952.55,27293,SMPDL3B,Homo sapiens,sphingomyelin phosphodiesterase acid like 3B(SMPDL3B)
23188,NM_178310,-2.53,0.00579,980.92,333929,SNAI3,Homo sapiens,snail family transcriptional repressor 3(SNAI3)
23355,NR_002746,-2.51,0.0405,78.22,26802,SNORD47,Homo sapiens,"small nucleolar RNA, C/D box 47(SNORD47)"
23394,NM_180699,-1.42,0.00328,1759.97,11066,SNRNP35,Homo sapiens,small nuclear ribonucleoprotein U11/U12 subunit 35(SNRNP35)
23437,NM_015132,-1.26,0.0175,25788.47,23161,SNX13,Homo sapiens,sorting nexin 13(SNX13)
23451,NM_153337,-4.27,0.0121,69.77,124460,SNX20,Homo sapiens,sorting nexin 20(SNX20)
23453,NM_182854,-1.37,0.0018,93.2,124460,SNX20,Homo sapiens,sorting nexin 20(SNX20)
23462,NM_001080530,-1.15,0.0209,20790.18,92017,SNX29,Homo sapiens,sorting nexin 29(SNX29)
23467,NM_001012994,-1.17,0.0251,39290.12,401548,SNX30,Homo sapiens,sorting nexin family member 30(SNX30)
23471,NM_003794,-1.01,0.00162,21381.1,8723,SNX4,Homo sapiens,sorting nexin 4(SNX4)
23525,NM_003105,-4.41,0.0262,63668.22,6653,SORL1,Homo sapiens,sortilin related receptor 1(SORL1)
23528,NM_006939,-1.17,0.00563,28199.29,6655,SOS2,Homo sapiens,SOS Ras/Rho guanine nucleotide exchange factor 2(SOS2)
23532,NM_001029870,-8.51,0.00107,6793.51,345079,SOWAHB,Homo sapiens,sosondowah ankyrin repeat domain family member B(SOWAHB)
23538,NM_005686,-2.07,9.93e-05,23759.63,9580,SOX13,Homo sapiens,SRY-box transcription factor 13(SOX13)
23542,NM_018419,-6.36,0.00315,967.22,54345,SOX18,Homo sapiens,SRY-box transcription factor 18(SOX18)
23549,NM_003107,-1.64,0.0349,135918.4,6659,SOX4,Homo sapiens,SRY-box transcription factor 4(SOX4)
23575,NM_199262,-2.29,0.0167,3919.04,80320,SP6,Homo sapiens,Sp6 transcription factor(SP6)
23624,NM_080608,-1.53,0.0474,327.78,128497,SPATA25,Homo sapiens,spermatogenesis associated 25(SPATA25)
23640,NM_152343,-2.16,0.0301,69.53,124783,SPATA32,Homo sapiens,spermatogenesis associated 32(SPATA32)
23657,NM_023071,-1.06,0.0454,24454.84,65244,SPATS2,Homo sapiens,spermatogenesis associated serine rich 2(SPATS2)
23667,NM_012391,-7.5,0.0227,25553.45,25803,SPDEF,Homo sapiens,SAM pointed domain containing ETS transcription factor(SPDEF)
23673,NM_175064,-1.59,0.00643,940.12,285955,SPDYE1,Homo sapiens,speedy/RINGO cell cycle regulator family member E1(SPDYE1)
23676,NM_001099435,-1.98,0.0417,3805.39,442590,SPDYE5,Homo sapiens,speedy/RINGO cell cycle regulator family member E5(SPDYE5)
23677,NM_001031618,-2.37,0.0122,20.73,441273,SPDYE2,Homo sapiens,speedy/RINGO cell cycle regulator family member E2(SPDYE2)
23680,NM_001146210,-1.31,0.00785,185.59,729597,SPDYE6,Homo sapiens,speedy/RINGO cell cycle regulator family member E6(SPDYE6)
23681,NR_003666,-1.81,0.0149,29512.63,441251,SPDYE7P,Homo sapiens,"speedy/RINGO cell cycle regulator family member E7, pseudogene(SPDYE7P)"
23682,NR_003664,-2.21,0.0276,723.15,728524,SPDYE8,Homo sapiens,speedy/RINGO cell cycle regulator family member E8(SPDYE8)
23684,NM_152904,-2.08,0.00392,2119.8,92521,SPECC1,Homo sapiens,sperm antigen with calponin homology and coiled-coil domains 1(SPECC1)
23698,NM_025137,-2.76,0.00389,36641.99,80208,SPG11,Homo sapiens,"SPG11 vesicle trafficking associated, spatacsin(SPG11)"
23725,NR_027139,-1.08,0.00746,3108.68,169981,SPIN3,Homo sapiens,spindlin family member 3(SPIN3)
23737,NM_181642,-8.81,0.00287,48907.57,6692,SPINT1,Homo sapiens,"serine peptidase inhibitor, Kunitz type 1(SPINT1)"
23738,NM_001032367,-4.98,0.00044,3994.3,6692,SPINT1,Homo sapiens,"serine peptidase inhibitor, Kunitz type 1(SPINT1)"
23739,NM_003710,-2.59,6.14e-05,613.66,6692,SPINT1,Homo sapiens,"serine peptidase inhibitor, Kunitz type 1(SPINT1)"
23740,NM_021102,-3.81,0.00123,268887.73,10653,SPINT2,Homo sapiens,"serine peptidase inhibitor, Kunitz type 2(SPINT2)"
23744,NM_032451,-1.99,0.0191,2517.33,84501,SPIRE2,Homo sapiens,spire type actin nucleation factor 2(SPIRE2)
23745,NM_003123,-1.07,0.0233,218.79,6693,SPN,Homo sapiens,sialophorin(SPN)
23763,NM_001007227,-1.45,0.00552,18173.25,8405,SPOP,Homo sapiens,speckle type BTB/POZ protein(SPOP)
23769,NM_001001664,-1.86,0.0081,79555.21,339745,SPOPL,Homo sapiens,speckle type BTB/POZ protein like(SPOPL)
23773,NM_032802,-1.22,0.0271,31597.66,84888,SPPL2A,Homo sapiens,signal peptide peptidase like 2A(SPPL2A)
23776,NM_175882,-4.45,0.0129,21.81,162540,SPPL2C,Homo sapiens,signal peptide peptidase like 2C(SPPL2C)
23804,NM_207344,-2.13,0.0204,11647.21,283377,SPRYD4,Homo sapiens,SPRY domain containing 4(SPRYD4)
23815,NM_003127,-1.02,0.00447,61245.63,6709,SPTAN1,Homo sapiens,"spectrin alpha, non-erythrocytic 1(SPTAN1)"
23821,NM_006946,-2.85,0.0083,76933.92,6712,SPTBN2,Homo sapiens,"spectrin beta, non-erythrocytic 2(SPTBN2)"
23822,NM_025213,-6.33,0.0486,391.78,57731,SPTBN4,Homo sapiens,"spectrin beta, non-erythrocytic 4(SPTBN4)"
23823,NM_020971,-2.6,0.025,1366.68,57731,SPTBN4,Homo sapiens,"spectrin beta, non-erythrocytic 4(SPTBN4)"
23840,NM_005417,-5.64,0.015,34908.87,6714,SRC,Homo sapiens,"SRC proto-oncogene, non-receptor tyrosine kinase(SRC)"
23843,NM_025248,-5.49,0.00527,5800.0,80725,SRCIN1,Homo sapiens,SRC kinase signaling inhibitor 1(SRCIN1)
23848,NM_001005291,-2.7,0.0122,100742.74,6720,SREBF1,Homo sapiens,sterol regulatory element binding transcription factor 1(SREBF1)
23860,NM_001033117,-2.89,0.000961,1658.8,9901,SRGAP3,Homo sapiens,SLIT-ROBO Rho GTPase activating protein 3(SRGAP3)
23864,NM_001098814,-3.29,0.0143,234.42,6345,SRL,Homo sapiens,sarcalumenin(SRL)
23866,NM_080823,-9.06,0.0354,3117.75,6725,SRMS,Homo sapiens,src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites(SRMS)
23878,NM_014370,-3.13,0.00664,2232.04,26576,SRPK3,Homo sapiens,SRSF protein kinase 3(SRPK3)
23887,NR_027275,-2.28,0.0243,128.95,100128788,SRRM2-AS1,Homo sapiens,SRRM2 antisense RNA 1(SRRM2-AS1)
23888,NR_027274,-1.37,0.0328,258.77,100128788,SRRM2-AS1,Homo sapiens,SRRM2 antisense RNA 1(SRRM2-AS1)
23914,NM_198935,-1.14,0.0402,46247.59,26039,SS18L1,Homo sapiens,SS18L1 subunit of BAF chromatin remodeling complex(SS18L1)
23919,NM_001009955,-1.23,0.0359,2687.38,23648,SSBP3,Homo sapiens,single stranded DNA binding protein 3(SSBP3)
23936,NM_198455,-5.46,2.56e-05,6227.34,23145,SSPOP,Homo sapiens,"SCO-spondin, pseudogene(SSPOP)"
23971,NM_021978,-8.55,0.0462,128524.55,6768,ST14,Homo sapiens,ST14 transmembrane serine protease matriptase(ST14)
24025,NM_001004470,-3.67,0.0191,1257.65,338596,ST8SIA6,Homo sapiens,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6(ST8SIA6)"
24037,NM_018991,-2.35,0.0401,629.57,54441,STAG3L1,Homo sapiens,STAG3 cohesin complex component like 1 (pseudogene)(STAG3L1)
24038,NM_001002840,-1.91,0.0167,3075.15,54441,STAG3L1,Homo sapiens,STAG3 cohesin complex component like 1 (pseudogene)(STAG3L1)
24050,NM_001013841,-2.83,0.00318,13166.96,55620,STAP2,Homo sapiens,signal transducing adaptor family member 2(STAP2)
24068,NM_005419,-1.1,0.0124,12565.23,6773,STAT2,Homo sapiens,signal transducer and activator of transcription 2(STAT2)
24145,NM_001130162,-3.2,0.00695,4855.89,219736,STOX1,Homo sapiens,storkhead box 1(STOX1)
24151,NM_174952,-1.71,0.0371,34.62,285555,STPG2,Homo sapiens,sperm tail PG-rich repeat containing 2(STPG2)
24152,NM_144998,-1.1,0.044,26003.79,201254,CENPX,Homo sapiens,centromere protein X(CENPX)
24159,NM_153335,-1.32,0.0395,7650.68,92335,STRADA,Homo sapiens,STE20 related adaptor alpha(STRADA)
24186,NM_017919,-1.39,0.00158,39220.39,55014,STX17,Homo sapiens,syntaxin 17(STX17)
24188,NM_001001850,-3.27,0.0406,170.31,415117,STX19,Homo sapiens,syntaxin 19(STX19)
24193,NM_004177,-1.18,0.0202,42663.81,6809,STX3,Homo sapiens,syntaxin 3(STX3)
24201,NM_006949,-4.05,0.013,14790.74,6813,STXBP2,Homo sapiens,syntaxin binding protein 2(STXBP2)
24202,NM_001127396,-2.64,0.00613,5209.83,6813,STXBP2,Homo sapiens,syntaxin binding protein 2(STXBP2)
24219,NM_016227,-1.31,0.00518,44368.61,51430,SUCO,Homo sapiens,SUN domain containing ossification factor(SUCO)
24220,NM_022491,-1.76,0.000961,96331.53,64426,SUDS3,Homo sapiens,"SDS3 homolog, SIN3A corepressor complex component(SUDS3)"
24237,NM_177529,-6.38,0.00966,7526.83,6817,SULT1A1,Homo sapiens,sulfotransferase family 1A member 1(SULT1A1)
24238,NM_177534,-4.43,0.0194,16025.27,6817,SULT1A1,Homo sapiens,sulfotransferase family 1A member 1(SULT1A1)
24243,NM_177528,-2.6,0.0427,1348.43,6799,SULT1A2,Homo sapiens,sulfotransferase family 1A member 2(SULT1A2)
24255,NM_177973,-8.48,0.00171,11008.19,6820,SULT2B1,Homo sapiens,sulfotransferase family 2B member 1(SULT2B1)
24294,NM_003172,-1.41,0.00894,10422.04,6834,SURF1,Homo sapiens,SURF1 cytochrome c oxidase assembly factor(SURF1)
24306,NM_017635,-1.82,0.00557,14705.29,51111,KMT5B,Homo sapiens,lysine methyltransferase 5B(KMT5B)
24308,NM_032701,-3.45,0.00131,8572.62,84787,KMT5C,Homo sapiens,lysine methyltransferase 5C(KMT5C)
24317,NM_148893,-1.23,0.039,12350.64,258010,SVIP,Homo sapiens,small VCP interacting protein(SVIP)
24319,NM_001139456,-7.13,0.0466,415.07,136306,SVOPL,Homo sapiens,SVOP like(SVOPL)
24323,NM_175871,-1.75,0.00186,3390.91,126074,SWSAP1,Homo sapiens,SWIM-type zinc finger 7 associated protein 1(SWSAP1)
24324,NM_017673,-1.0,0.0181,1782.28,54823,SWT1,Homo sapiens,SWT1 RNA endoribonuclease homolog(SWT1)
24326,NM_032796,-1.12,0.0149,39334.27,94056,SYAP1,Homo sapiens,synapse associated protein 1(SYAP1)
24331,NM_001099747,-2.83,0.0216,664.37,55638,SYBU,Homo sapiens,syntabulin(SYBU)
24336,NM_001099754,-2.46,0.0245,544.39,55638,SYBU,Homo sapiens,syntabulin(SYBU)
24338,NM_001099751,-2.22,0.022,459.54,55638,SYBU,Homo sapiens,syntabulin(SYBU)
24340,NM_001099743,-1.64,0.031,484.75,55638,SYBU,Homo sapiens,syntabulin(SYBU)
24341,NM_001099744,-1.38,0.0367,317.54,55638,SYBU,Homo sapiens,syntabulin(SYBU)
24344,NM_001123225,-2.98,0.0113,24.92,644186,SYCE3,Homo sapiens,synaptonemal complex central element protein 3(SYCE3)
24353,NM_003177,-6.28,0.00923,1301.82,6850,SYK,Homo sapiens,spleen associated tyrosine kinase(SYK)
24354,NM_001135052,-4.71,0.00387,386.86,6850,SYK,Homo sapiens,spleen associated tyrosine kinase(SYK)
24377,NM_015180,-1.82,0.0476,28232.13,23224,SYNE2,Homo sapiens,spectrin repeat containing nuclear envelope protein 2(SYNE2)
