Gene ID,Log2Ratio,p-value,Max RPKM
NM_022804,2.05,0.18,1494.75
NM_005678,2.39,0.154,13179.56
NM_012245,-0.73,0.207,17873.21
NM_003099,-0.96,0.0933,24778.87
NM_152826,-0.36,0.519,3300.02
NM_148955,-0.04,0.852,209.8
NM_013322,-2.85,0.0729,7589.77
NM_152244,-0.41,0.583,1264.01
NM_013323,0.26,0.681,1356.57
NM_013346,0.04,0.94,5362.18
NM_015132,-1.26,0.0175,25788.47
NM_020468,-0.45,0.167,7137.93
NM_153816,0.16,0.695,920.44
NM_147777,0.46,0.445,907.27
NM_013306,1.3,0.00375,4171.38
NM_022133,-0.74,0.182,4051.33
NM_152837,-0.21,0.642,6048.22
NM_152836,-0.06,0.925,5372.35
NM_014748,-0.18,0.717,9689.25
NM_001102575,-0.16,0.725,24482.92
NM_001145427,-0.16,0.719,12523.04
NM_052870,0.48,0.427,534.3
NM_014758,-0.78,0.204,54604.14
NM_003100,0.07,0.845,24522.66
NM_153337,-4.27,0.0121,69.77
NM_001144972,-3.06,0.0538,8.31
NM_182854,-1.37,0.0018,93.2
NM_152897,-2.07,0.0965,169.8
NM_001042633,-0.49,0.526,1740.21
NM_001042632,-0.36,0.534,1371.02
NM_033421,-0.3,0.68,2673.63
NM_024798,-0.93,0.167,30895.52
NM_014035,-0.19,0.761,3716.81
NM_031953,0.92,0.0775,11085.3
NM_030918,-0.86,0.124,31940.21
NM_001080530,-1.15,0.0209,20790.18
NM_032167,-0.69,0.046,2140.06
NM_001012391,-0.38,0.697,19.61
NM_003795,0.71,0.02,55343.36
NM_152827,1.11,0.00864,42698.6
NM_001012994,-1.17,0.0251,39290.12
NM_152628,1.4,0.446,27.87
NM_152760,4.46,0.049,751.19
NM_153271,-0.44,0.318,31196.0
NM_003794,-1.01,0.00162,21381.1
NM_014426,0.28,0.714,7784.47
NM_152227,0.28,0.409,11804.78
NM_152233,-0.23,0.707,2027.43
NM_021249,0.39,0.182,40886.75
NM_015976,1.97,0.00873,23961.73
NM_152238,2.05,0.0315,1578.01
NM_013321,0.26,0.565,11856.21
NM_016224,1.6,0.0893,75795.76
NM_003101,1.72,0.0291,47385.76
NM_003578,-3.91,0.158,78.67
NM_018013,0.45,0.727,2056.89
NM_003745,0.12,0.883,2213.29
NM_003877,-1.49,0.262,1558.93
NM_003955,0.01,0.99,22281.38
NM_199421,0.26,0.553,29793.55
NM_080867,0.47,0.387,25126.62
NM_014011,-0.27,0.641,2010.92
NM_144949,0.99,0.00612,32413.95
NM_004232,0.37,0.444,33333.18
NM_014598,0.17,0.536,122.96
NM_000454,-0.11,0.765,52653.1
NM_001024466,0.94,0.15,4065.15
NM_001024465,3.33,0.0672,38409.94
NM_000636,4.98,0.139,84526.83
NM_003102,-5.91,0.292,10829.31
NM_199181,-0.97,0.0356,17652.9
NM_015210,3.17,0.0274,2831.51
NM_001012279,5.59,0.0571,7901.89
NM_017826,2.04,0.239,55.77
NM_138927,-0.43,0.151,44157.6
NM_032195,0.35,0.285,41564.05
NM_001034955,-3.67,0.306,117.75
NM_001034954,-3.25,0.219,256.32
NM_024991,-2.43,0.375,814.93
NM_001034957,-2.07,0.155,381.85
NM_015385,-1.75,0.282,262.35
NM_001034956,-0.82,0.444,75.06
NM_006434,-0.68,0.538,134.7
NM_001145671,-3.78,0.0706,1096.13
NM_001145672,-2.53,0.0637,954.19
NM_001145673,-2.06,0.258,483.1
NM_001145670,-1.94,0.158,3069.84
NM_001145675,-0.38,0.7,293.68
NM_021069,-0.17,0.869,509.28
NM_001145674,0.4,0.667,293.86
NM_003603,0.53,0.669,603.74
NM_005775,-1.52,0.0614,2270.3
NM_001018003,2.66,0.0114,61516.29
NM_001013031,-1.97,0.247,10.25
NM_052918,-1.69,0.252,8.44
NM_020777,4.24,0.193,6763.93
NM_014978,3.34,0.182,41.75
NM_003104,-1.0,0.505,20001.89
NM_003105,-4.41,0.0262,63668.22
NM_002959,-0.79,0.142,92053.25
NM_005633,-0.88,0.131,38779.07
NM_006939,-1.17,0.00563,28199.29
NM_025237,4.07,0.364,126.01
NM_015464,-8.17,0.309,1629.58
NM_175873,-8.07,0.0869,21317.75
NM_001029870,-8.51,0.00107,6793.51
NM_023016,-0.12,0.838,23901.92
NM_001105576,2.55,0.39,2754.88
NM_005986,-2.89,0.151,7.43
NM_003108,-0.01,0.997,8893.35
NM_006943,0.12,0.698,45346.88
NM_005686,-2.07,9.93e-05,23759.63
NM_004189,-1.67,0.347,3.18
NM_006942,-0.02,0.985,1177.54
NM_022454,-0.92,0.689,6.1
NM_018419,-6.36,0.00315,967.22
NM_003106,-7.09,0.149,3423.07
NR_004053,0.12,0.828,71.88
NM_007084,2.62,0.317,49.73
NM_005634,-5.41,0.199,4593.47
NM_178424,1.97,0.204,70.48
NM_007017,2.01,0.199,43.42
NM_003107,-1.64,0.0349,135918.4
NM_152989,-0.58,0.639,47.17
NM_006940,-0.18,0.85,63.28
NM_178010,-0.05,0.96,18.21
NM_001145819,-8.95,0.347,495.7
NM_033326,-7.59,0.347,192.6
NM_017508,-7.01,0.347,128.51
NM_001145811,-6.06,0.347,66.75
NM_031439,1.62,0.282,2589.38
NM_014587,-1.49,0.402,237.91
NM_000346,-1.29,0.229,49146.66
NM_138473,-0.71,0.00167,141285.43
NM_003109,-0.08,0.781,1296.61
NM_001080391,0.17,0.865,1006.51
NM_003113,1.27,0.0996,8021.33
NM_004510,-0.97,0.0635,2343.22
NM_080424,-0.64,0.269,548.96
NM_004509,-0.52,0.637,1204.79
NM_007237,2.1,0.476,610.06
NM_001005176,11.85,0.347,908.66
NM_138402,4.39,0.369,1073.19
NM_003110,-0.71,0.12,16534.76
NM_001017371,-0.85,0.229,15486.59
NM_003111,0.2,0.524,25956.34
NM_003112,0.56,0.0177,8163.74
NM_001003845,1.78,0.358,514.34
NM_199262,-2.29,0.0167,3919.04
NM_152860,-0.18,0.875,4.49
NM_198956,-0.29,0.881,47.87
NM_182700,1.81,0.456,55.97
NM_001145250,-0.85,0.523,33.85
NM_017425,-0.54,0.656,3120.11
NM_030960,-2.08,0.347,4.23
NM_173847,0.16,0.347,1.12
NM_133498,-4.77,0.311,350.04
NM_205856,-2.81,0.165,7.0
NR_024330,-0.04,0.927,1321.32
NM_003114,-0.25,0.0204,468.76
NM_172218,-0.03,0.958,9839.36
NM_001025436,-1.48,0.194,5254.2
NM_024532,-1.43,0.118,1214.5
NM_206996,2.58,0.388,354.9
NM_003116,-0.83,0.39,772.29
NM_006461,0.42,0.353,41872.07
NM_012443,1.57,0.507,35.48
NM_172242,1.88,0.41,41.62
NM_004890,0.16,0.723,5014.97
NM_172312,-0.15,0.89,81.99
NM_001039592,0.6,0.517,343.59
NM_003971,0.53,0.642,123632.59
NM_001130528,1.12,0.186,18901.37
NM_003117,-0.12,0.347,1.09
NM_153189,-0.04,0.347,1.03
NM_013453,2.64,0.391,138.97
NM_145664,2.67,0.38,1073.13
NM_145664,3.19,0.35,960.95
NM_013453,4.48,0.344,83.34
NM_022661,6.27,0.353,116.05
NM_145665,4.83,0.337,520.26
NM_001009614,1.47,0.141,2.77
NM_001009615,-1.65,0.475,268.08
NM_001009609,2.14,0.167,4.4
NM_003118,10.7,0.282,1360228.69
NM_004684,-2.36,0.168,73.81
NM_001128310,-1.88,0.168,76.68
NM_014946,-0.22,0.385,16202.1
NM_199436,0.46,0.299,4654.58
NM_001081472,0.43,0.212,191.63
NM_181727,-1.57,0.317,123.21
NM_153023,-2.21,0.124,3713.4
NM_138796,-0.31,0.648,105.18
NM_145263,-3.24,0.13,365.78
NM_006038,-0.5,0.309,18609.19
NM_001135773,-0.37,0.563,1385.67
NM_022827,-1.66,0.0718,3144.72
NM_194296,1.45,0.0455,69.56
NM_080608,-1.53,0.0474,327.78
NM_152339,-1.12,0.063,8675.5
NM_139073,-2.36,0.385,6.18
NM_001040065,0.35,0.847,0.38
NM_001083124,1.38,0.437,0.78
NM_001040065,1.38,0.437,0.78
NM_001145196,2.31,0.351,1.47
NM_015667,2.31,0.351,1.47
NM_001113541,2.31,0.351,1.48
NM_015667,2.31,0.351,1.48
NM_001164339,-1.09,0.347,2.12
NM_001145124,-1.37,0.347,2.59
NM_207416,-2.01,0.347,4.04
NM_001001670,-1.02,0.537,4.25
NR_026851,1.02,0.347,2.03
NM_178828,4.48,0.338,81.8
NM_152343,-2.16,0.0301,69.53
NM_153025,-0.04,0.905,224.94
NM_144644,1.69,0.182,60.35
NR_028139,-3.15,0.0638,636.41
NR_028140,-2.19,0.134,33.72
NM_145207,1.16,0.0154,12390.65
NR_027635,0.66,0.0812,7130.85
NM_024063,1.0,0.151,2181.2
NM_019073,0.44,0.584,620.56
NM_001039395,-1.93,0.111,242.95
NM_018418,-0.42,0.233,880.36
NM_001040428,-0.39,0.468,2339.19
NM_031952,-0.11,0.896,33.46
NM_198572,-3.29,0.088,198.92
NM_001134374,-3.18,0.206,124.12
NM_001142854,-0.06,0.918,612.93
NM_032261,0.69,0.138,5953.01
NM_023071,-1.06,0.0454,24454.84
NM_001100424,1.44,0.0703,15447.62
NM_001100422,1.83,0.345,6266.44
NM_001100423,1.9,0.0408,17639.08
NM_015535,2.23,0.327,2364.61
NM_182513,1.02,0.241,1626.46
NM_020675,-0.09,0.892,7615.67
NM_014041,0.53,0.11,47083.14
NM_014752,-0.22,0.663,25734.92
NM_021928,0.77,0.15,114054.55
NM_012391,-7.5,0.0227,25553.45
NM_017785,2.49,0.0137,41115.74
NM_001008779,-1.46,0.142,57.0
NM_182756,-0.16,0.564,2059.36
NM_001142634,-0.12,0.724,2160.52
NM_001008778,-10.15,0.293,1139.38
NM_175064,-1.59,0.00643,940.12
NM_001004351,-0.93,0.00456,7278.59
NM_001128076,-2.66,0.347,6.32
NM_001099435,-1.98,0.0417,3805.39
NM_001031618,-2.37,0.0122,20.73
NM_001031618,-2.16,0.152,84.56
NM_001031618,-1.8,0.127,2240.82
NM_001146210,-1.31,0.00785,185.59
NR_003666,-1.81,0.0149,29512.63
NR_003664,-2.21,0.0276,723.15
NR_003664,4.02,0.345,91.79
NM_152904,-2.08,0.00392,2119.8
NM_001033553,-0.89,0.458,2281.32
NM_001033554,0.51,0.601,2310.66
NM_001033555,1.46,0.0418,3838.93
NM_015330,-0.45,0.337,44623.86
NM_001145468,0.58,0.163,17413.5
NM_015417,-2.58,0.235,622.04
NM_144722,-2.42,0.0912,2231.44
NM_024867,-2.15,0.13,664.26
NM_005876,1.66,0.27,8205.67
NM_199339,0.24,0.873,6.12
NM_015001,-0.05,0.898,68937.73
NM_152719,-1.68,0.301,83.43
NM_145658,3.76,0.383,3454.05
NM_025137,-2.76,0.00389,36641.99
NM_001160227,2.14,0.14,1894.37
NM_001142294,0.14,0.475,476.8
NM_001142296,2.74,0.00248,7181.38
NM_001142295,3.35,0.000987,35669.8
NM_015087,3.41,0.0653,19225.79
NM_016630,-0.36,0.247,20633.53
NM_001127889,-0.06,0.928,15682.93
NM_001127890,-0.05,0.927,16247.07
NM_003119,-0.58,0.118,35009.32
NM_199367,0.31,0.43,3866.53
NM_006542,-0.82,0.0769,3315.64
NM_182965,0.36,0.783,5718.91
NM_021972,1.25,0.247,1528.57
NM_001142601,1.37,0.375,18038.67
NM_001142602,1.87,0.3,7960.47
NM_020126,0.12,0.715,3202.0
NM_001142644,2.92,0.251,5.38
NM_030623,3.0,0.245,5.39
NM_003121,-0.82,0.581,60.67
NM_152323,0.09,0.964,0.67
NM_144718,-1.21,0.0683,6598.7
NM_001080394,-0.89,0.262,3310.68
NM_006717,0.28,0.569,88754.78
NM_001006683,-0.41,0.307,425.15
NM_019003,-0.31,0.318,2041.78
NM_001006682,-0.28,0.228,378.35
NM_001006681,-0.25,0.599,854.99
NR_027139,-1.08,0.00746,3108.68
NM_001010862,0.75,0.438,1200.55
NM_001012968,0.01,0.978,20676.2
NM_003122,5.69,0.326,51.76
NM_001040129,-3.91,0.369,92.66
NM_021114,-3.61,0.131,12.21
NM_014471,-8.86,0.336,463.07
NM_006846,-5.34,0.247,249.58
NM_001127698,-4.91,0.258,182.24
NM_001127699,-4.38,0.185,74.32
NM_205841,2.47,0.28,19.99
NM_001080525,-9.62,0.264,1415.6
NM_181642,-8.81,0.00287,48907.57
NM_001032367,-4.98,0.00044,3994.3
NM_003710,-2.59,6.14e-05,613.66
NM_021102,-3.81,0.00123,268887.73
NM_001128626,-0.14,0.209,1115.61
NM_001128627,0.91,0.00659,985.38
NM_020148,1.21,0.285,29135.62
NM_032451,-1.99,0.0191,2517.33
NM_003123,-1.07,0.0233,218.79
NM_001030288,-1.02,0.0617,198.35
NM_001142451,-0.71,0.479,843.57
NM_032038,-0.57,0.118,27984.65
NM_001142449,-0.57,0.314,2966.92
NM_001142450,-0.08,0.924,1147.95
NM_001142448,0.22,0.81,532.26
NM_001124758,-1.52,0.291,8250.98
NM_182538,-2.76,0.113,491.83
NM_144569,-5.23,0.28,4493.55
NM_004598,8.68,0.0747,120504.41
NM_014767,-0.5,0.472,216.37
NM_001134434,0.92,0.434,21.35
NM_016950,7.33,0.122,44.04
NM_001040159,7.36,0.0976,42.87
NM_006108,0.91,0.146,273.48
NM_001128325,3.98,0.257,2543.32
NM_012445,8.72,0.333,84649.14
NM_001007227,-1.45,0.00552,18173.25
NM_001007228,-0.48,0.742,6091.55
NM_003563,-0.46,0.176,16073.28
NM_001007226,-0.41,0.265,10879.87
NM_001007230,0.07,0.942,3103.87
NM_001007229,0.09,0.91,2751.54
NM_001001664,-1.86,0.0081,79555.21
NM_001040060,5.1,0.0787,84.02
NM_001040058,7.29,0.194,252.65
NM_000582,7.39,0.201,490.58
NM_032802,-1.22,0.0271,31597.66
NM_001077238,-0.34,0.208,14465.64
NM_152988,-0.11,0.835,6989.9
NM_175882,-4.45,0.0129,21.81
NM_139015,-0.84,0.073,47317.94
NM_003124,-0.96,0.102,26932.03
NM_152594,2.24,0.0102,41181.68
NM_001128210,-1.2,0.39,18557.99
NM_181784,0.75,0.29,33104.08
NM_001039616,-0.2,0.606,40.75
NM_001042522,0.25,0.693,135.81
NM_001012508,-0.32,0.545,4415.71
NM_005987,-3.97,0.111,29.04
NM_003125,-3.28,0.134,9.74
NR_003062,1.3,0.347,2.47
NM_006945,2.98,0.135,7.87
NM_001024209,1.89,0.141,3.71
NM_001014450,-1.85,0.347,3.61
NM_005416,-1.5,0.238,2.82
NM_001097589,-1.05,0.194,2.08
NM_173080,-0.9,0.347,1.87
NM_032018,-0.56,0.227,9052.51
NM_001010984,-0.25,0.645,4197.22
NM_199327,-0.33,0.735,2893.57
NM_005841,-0.16,0.885,2762.82
NM_005842,3.27,0.00215,25445.92
NM_005840,-1.09,0.344,9.48
NM_005840,0.42,0.844,2.48
NM_001127496,2.49,0.0118,39089.31
NM_030964,2.85,0.0194,4038.96
NM_032840,-0.37,0.364,31538.1
NM_207344,-2.13,0.0204,11647.21
NR_023351,-0.29,0.312,132.53
NM_001127482,0.2,0.639,867.96
NM_020456,0.47,0.317,13939.8
NM_025106,0.45,0.479,15707.33
NM_032641,-0.47,0.445,7111.07
NM_001146316,-0.04,0.937,1802.83
NM_001146317,0.14,0.823,658.84
NM_080861,-0.97,0.0454,5716.4
NM_080862,0.65,0.742,236.79
NM_003126,3.82,0.347,14.17
NM_003127,-1.02,0.00447,61245.63
NM_001130438,3.73,0.0316,24412.48
NM_000347,-1.13,0.268,627.19
NM_001024858,0.61,0.657,409.08
NM_003128,0.92,0.0846,172241.14
NM_178313,1.21,0.0968,78839.81
NM_006946,-2.85,0.0083,76933.92
NM_025213,-6.33,0.0486,391.78
NM_020971,-2.6,0.025,1366.68
NM_016642,-1.37,0.145,2022.62
NM_006415,0.33,0.0958,43235.84
NM_178324,0.53,0.16,863.94
NM_004863,-1.94,0.0672,170300.11
NM_018327,0.59,0.691,5273.74
NM_138288,-1.41,0.109,115381.65
NM_001040100,-10.09,0.222,165184.2
NM_194285,-0.25,0.394,35928.78
NM_032567,-0.85,0.347,1.8
NM_003129,0.93,0.414,210916.35
NM_021199,-0.55,0.577,7333.13
NM_001142298,-0.17,0.754,10494.03
NM_001142299,1.08,0.0718,53695.24
NM_003900,1.35,0.104,265345.36
NM_001035235,1.42,0.0191,3054.0
NM_018079,0.08,0.825,9641.9
NM_005417,-5.64,0.015,34908.87
NM_198291,0.09,0.931,39186.48
NM_006662,-0.2,0.589,70500.13
NM_025248,-5.49,0.00527,5800.0
NM_080744,-0.94,0.341,622.47
NM_001047,0.21,0.689,15500.89
NM_000348,-2.51,0.231,81.01
NM_024592,-0.63,0.505,21731.0
NM_001005291,-2.7,0.0122,100742.74
NM_004176,2.34,0.0813,3824.79
NM_004599,0.29,0.502,150756.55
NM_139168,-2.21,0.106,2538.57
NM_001077199,0.15,0.664,32566.12
NM_173829,0.31,0.524,24090.08
NM_003131,0.57,0.0297,37871.15
NM_152546,1.09,0.0105,16803.85
NM_020762,-0.16,0.804,44256.26
NM_015326,-1.18,0.328,16339.88
NM_001042758,0.96,0.274,9573.09
NM_014850,-4.11,0.0922,21641.64
NM_001033117,-2.89,0.000961,1658.8
NM_002727,7.68,0.0735,72639.36
NM_198901,0.29,0.307,277.34
NM_003130,1.35,0.0225,22060.88
NM_001098814,-3.29,0.0143,234.42
NM_003132,1.38,0.0204,54582.91
NM_080823,-9.06,0.0354,3117.75
NM_003134,-0.32,0.369,63848.57
NM_003135,0.28,0.517,9717.19
NM_003136,-0.09,0.773,30707.92
NM_001146282,0.06,0.902,6021.11
NM_014230,-0.46,0.333,68751.1
NM_006947,0.63,0.00555,72980.67
NM_001130440,-1.4,0.0587,55457.05
NM_003133,1.87,0.0376,17161.83
NM_003137,0.97,0.0685,16662.22
NM_182691,-1.17,0.0596,14777.53
NM_182692,-0.03,0.944,25337.44
NM_014370,-3.13,0.00664,2232.04
NM_003139,0.39,0.462,92623.16
NM_021203,0.73,0.045,63382.41
NM_006307,6.96,0.00429,8817.77
NM_014467,4.38,0.0157,2087.24
NM_021947,-1.14,0.131,4399.8
NM_001013694,0.2,0.465,6016.03
NM_005839,0.59,0.0289,68884.21
NM_016333,-0.8,0.045,737796.52
NR_027275,-2.28,0.0243,128.95
NR_027274,-1.37,0.0328,258.77
NM_001110199,0.29,0.302,77.85
NM_194286,-1.09,0.19,224.22
NM_001145641,0.92,0.206,549.66
NM_015908,0.08,0.827,23984.09
NM_001128852,0.29,0.397,15561.81
NM_001128854,0.39,0.145,14282.29
NM_001128853,0.48,0.0413,14032.91
NM_001078166,-0.03,0.927,153916.15
NM_006924,0.42,0.388,145222.76
NM_006625,0.18,0.6,20956.99
NM_054016,0.41,0.263,51318.26
NM_004768,-0.12,0.881,18543.36
NM_080743,2.28,0.248,994.19
NM_003016,-0.46,0.406,112095.65
NM_003017,0.5,0.321,154486.05
NM_005626,0.6,0.0183,54768.43
NM_006925,-0.44,0.367,41054.95
NM_001039465,0.09,0.895,12935.31
NM_006275,-0.34,0.53,122480.39
NM_001031684,0.22,0.625,561.73
NM_032102,-0.17,0.656,29209.4
NM_003769,-0.42,0.19,79811.13
NM_080725,0.6,0.231,55966.08
NM_005637,-0.48,0.217,38795.37
NM_001007559,-0.28,0.58,5336.17
NM_198935,-1.14,0.0402,46247.59
NM_016305,0.65,0.076,8549.85
NM_003142,0.94,0.0406,47720.65
NM_003143,0.78,0.161,10783.34
NM_012446,0.09,0.881,968.21
NM_001009955,-1.23,0.0359,2687.38
NM_145716,-1.2,0.0937,1722.3
NM_018070,-0.7,0.339,707.93
NM_001009998,-0.23,0.743,3448.69
NM_032627,1.48,0.0214,6305.77
NM_001144950,2.61,0.394,3772.14
NM_001130445,0.04,0.896,1439.64
NM_006751,0.62,0.438,6213.56
NM_001161331,-0.16,0.801,927.67
NM_018984,0.95,0.0221,27311.6
NM_001161330,1.07,0.0287,3439.35
NM_033389,4.31,0.121,3503.02
NM_017857,-3.33,0.0731,24828.14
NM_145268,-0.63,0.659,5.1
NM_003731,-0.37,0.305,21681.81
NM_001135823,-2.98,0.167,7585.51
NM_005086,-1.09,0.604,8951.01
NM_198455,-5.46,2.56e-05,6227.34
NM_003144,0.57,0.053,177828.65
NM_003145,0.3,0.495,96424.31
NM_007107,1.07,0.072,262914.04
NM_006280,-0.55,0.288,29649.04
NR_027292,0.69,0.511,1685.63
NM_003146,0.98,0.0878,186088.43
NM_006396,0.23,0.491,6576.11
NM_001049,1.93,0.319,1220.56
NM_001050,-2.6,0.129,3081.2
NM_001051,-2.01,0.151,29.45
NM_001053,-5.79,0.307,55.35
NR_027242,-3.45,0.111,448.42
NM_014188,0.42,0.362,58206.74
NM_015931,3.04,0.139,36.9
NM_005635,2.46,0.339,264.39
NM_175698,-0.55,0.755,7.12
NM_003147,-0.52,0.767,7.55
NM_175698,-0.4,0.826,21.77
NM_003147,1.35,0.405,14.2
NM_014021,0.97,0.284,12085.91
NM_021014,0.38,0.841,6.37
NM_175711,0.55,0.8,3.02
NM_001040612,-5.0,0.329,31.95
NM_005636,-3.45,0.392,58.33
NM_001034832,-2.56,0.385,11.96
NM_175729,-1.53,0.553,8.35
NM_021015,-1.05,0.499,3.42
NM_175723,1.42,0.418,2.36
NM_173357,0.3,0.794,8.51
NM_173358,-1.07,0.519,3.94
NR_027250,1.58,0.545,6.25
NM_174962,-2.38,0.256,9.81
NM_003932,-0.14,0.566,88197.71
NR_002183,0.13,0.467,3470.08
NM_021978,-8.55,0.0462,128524.55
NM_014682,2.28,0.302,4.01
NM_001100880,-0.93,0.117,976.03
NM_001100879,-0.6,0.538,1095.26
NM_003033,-1.38,0.0924,49260.15
NM_173344,0.1,0.893,29713.02
NM_006927,1.36,0.0175,24592.52
NM_174971,0.77,0.398,165.46
NM_174968,1.57,0.085,339.56
NM_006279,1.76,0.111,654.32
NM_174969,1.76,0.156,535.08
NM_174970,2.26,0.0318,349.64
NM_174964,2.45,0.0331,1533.92
NM_174967,2.55,0.102,473.97
NM_174965,2.77,0.0584,800.45
NM_174966,3.36,0.056,806.15
NM_174963,3.46,0.0201,1100.2
NM_006278,0.72,0.636,1489.65
NM_003896,-4.61,0.129,8193.32
NM_001042437,-3.38,0.101,4104.86
NM_006100,3.91,0.14,1207.45
NM_005418,0.86,0.495,2930.92
NM_139157,1.16,0.102,1511.77
NM_213618,2.52,0.14,4195.93
NM_003032,-5.22,0.345,15330.89
NM_173216,-2.45,0.128,34192.16
NM_173217,-1.8,0.28,4332.74
NM_001142352,-0.58,0.645,15.46
NM_001142351,1.77,0.413,207.07
NM_032528,2.17,0.381,250.93
NM_018414,-6.22,0.202,52.85
NM_006456,-8.69,0.124,64972.02
NM_152996,8.3,0.085,2751.77
NM_001160011,8.61,0.129,516.47
NM_175039,0.15,0.852,13609.53
NM_175040,0.98,0.239,5741.54
NM_030965,7.53,0.208,4759.59
NM_013443,0.8,0.391,15497.78
NM_018412,-1.0,0.0555,4852.29
NM_021908,1.36,0.0885,6450.85
NR_002330,-0.23,0.658,1637.43
NR_002331,-1.44,0.209,26.67
NR_002332,-0.76,0.564,41.21
NR_002329,0.27,0.687,143.66
NM_138727,-0.27,0.685,2127.41
NM_017744,-0.25,0.645,4674.53
NM_138728,0.93,0.0916,2774.38
NM_138729,1.15,0.287,1296.39
NM_003034,-0.25,0.846,562.49
NM_006011,9.45,0.337,11266.27
NM_015879,-0.61,0.724,6.94
NM_005668,-1.5,0.417,3629.94
NM_175052,-0.49,0.708,211.14
NM_013305,4.06,0.218,70.67
NM_001004470,-3.67,0.0191,1257.65
NM_015136,-1.4,0.449,171.78
NM_017564,-0.02,0.949,15.18
NM_003149,8.46,0.02,16118.87
NM_198993,4.41,0.345,2532.32
NM_145064,-0.27,0.842,355.53
NM_005862,0.28,0.425,20153.74
NM_001042750,-0.39,0.398,23507.68
NM_001042751,0.34,0.659,17669.81
NM_001042749,0.38,0.401,24807.87
NM_006603,1.29,0.155,10251.68
NM_012447,-1.03,0.223,589.39
NM_018991,-2.35,0.0401,629.57
NM_001002840,-1.91,0.0167,3075.15
NM_001013739,-9.88,0.124,941.54
NM_001025202,-1.18,0.0567,3994.49
NM_022906,-0.94,0.352,7830.16
NM_003473,1.16,0.17,26646.26
NM_005843,-0.37,0.0547,30138.53
NM_201647,-0.68,0.145,9525.78
NM_006463,-0.51,0.325,4933.86
NM_213622,-0.29,0.569,6615.3
NM_020799,3.16,0.0692,5816.29
NM_012108,-0.77,0.729,1.97
NM_017720,-3.03,0.0543,5799.17
NM_001013841,-2.83,0.00318,13166.96
NM_001007243,-1.27,0.163,152.59
NM_006645,0.25,0.673,2531.22
NM_052851,-0.32,0.623,1560.37
NM_178006,-0.02,0.976,18894.25
NM_178007,0.25,0.813,432.35
NM_006804,-1.53,0.289,19527.43
NM_032016,0.58,0.39,5652.9
NM_139164,1.63,0.0108,10216.35
NM_181900,-3.57,0.0873,478.22
NM_139171,0.0,0.999,6.95
NM_020151,-0.29,0.539,68681.97
NM_001037228,-0.13,0.819,422.42
NM_014725,1.65,0.0376,463.53
NM_001142503,1.67,0.263,2134.43
NM_001142504,2.99,0.0621,1272.18
NM_139266,-0.76,0.32,1414.71
NM_007315,0.44,0.296,80982.3
NM_005419,-1.1,0.0124,12565.23
NM_003150,-0.42,0.24,2834.66
NM_139276,0.21,0.632,92681.2
NM_213662,0.28,0.498,1301.74
NM_003151,2.42,0.0378,66.32
NM_003152,1.21,0.248,888.53
NM_012448,-0.47,0.419,37909.33
NM_003153,-0.71,0.0944,58466.22
NM_017452,-0.66,0.0632,26681.81
NM_001037328,-0.26,0.333,28512.88
NM_004602,-0.25,0.352,25018.79
NM_017454,0.79,0.189,12586.77
NM_017453,0.88,0.186,10224.1
NM_014393,-1.54,0.0548,26047.6
NM_003943,1.19,0.306,9062.58
NM_003155,0.11,0.91,45683.85
NM_003714,-0.04,0.971,394740.91
NM_012449,2.52,0.112,12476.52
NM_001040665,0.11,0.941,1306.15
NM_001040666,0.41,0.768,872.33
NM_152999,1.28,0.321,3437.71
NM_018234,0.37,0.635,10719.76
NM_182915,0.89,0.381,31883.52
NM_001008410,2.63,0.0387,55334.38
NM_024636,-5.9,0.106,4393.31
NM_001007532,-4.54,0.0598,23.21
NM_003035,-0.11,0.938,4055.52
NM_001048166,2.05,0.266,8480.69
NM_003156,0.47,0.225,39206.94
NM_020860,0.45,0.204,9716.12
NM_006819,0.48,0.136,114632.26
NM_005990,1.1,0.175,38870.5
NM_000455,0.34,0.234,37878.8
NM_052902,-0.36,0.201,11234.13
NM_001008910,-0.42,0.628,5447.16
NR_026909,0.02,0.984,4397.95
NM_004760,1.28,0.0136,46479.73
NM_004226,1.43,0.0231,35796.94
NM_032454,-1.21,0.103,621.5
NR_026717,-0.18,0.845,635.41
NM_004197,0.0,0.997,526.97
NM_032454,1.21,0.508,3.19
NM_003576,-0.16,0.494,493.52
NM_001032296,0.32,0.327,47605.55
NM_006374,-0.7,0.502,5554.73
NM_006281,-0.28,0.72,40525.2
NM_031414,-4.02,0.188,186.46
NM_001122833,-2.61,0.118,105.75
NM_032944,-1.24,0.398,44.84
NM_001112724,3.0,0.25,49.88
NM_145001,5.22,0.182,37.21
NM_018401,5.5,0.201,6546.65
NM_173575,0.34,0.688,1835.77
NM_030906,8.15,0.325,284.31
NM_080836,-0.19,0.548,33375.13
NM_015690,-0.24,0.753,5769.97
NM_007271,-0.2,0.62,18773.18
NM_015000,-0.66,0.158,6843.14
NM_013233,-0.18,0.723,23013.5
NM_006282,0.76,0.262,50283.81
NM_032017,0.47,0.368,17270.87
NR_026876,-1.09,0.243,261.81
NM_203401,-0.38,0.729,42542.16
NM_001145454,0.36,0.128,1098.32
NM_005563,1.16,0.128,183407.37
NM_203399,1.24,0.127,7381.59
NM_007029,4.28,0.347,19.38
