,Gene ID,Log2Ratio,p-value,Max RPKM,Entrez To,Official Gene Symbol To,Species,Gene Name
13986,NM_001013255,2.14,0.0232,4.4,4046,LSP1,Homo sapiens,lymphocyte specific protein 1(LSP1)
14035,NM_033631,1.7,0.00521,76487.02,7798,LUZP1,Homo sapiens,leucine zipper protein 1(LUZP1)
14050,NM_001160354,5.85,0.0471,4641.93,54742,LY6K,Homo sapiens,lymphocyte antigen 6 family member K(LY6K)
14052,NM_017527,6.71,0.0189,31688.07,54742,LY6K,Homo sapiens,lymphocyte antigen 6 family member K(LY6K)
14063,NM_001111097,2.63,0.0279,1840.08,4067,LYN,Homo sapiens,"LYN proto-oncogene, Src family tyrosine kinase(LYN)"
14064,NM_002350,3.09,0.0391,13225.11,4067,LYN,Homo sapiens,"LYN proto-oncogene, Src family tyrosine kinase(LYN)"
14117,NM_033044,4.24,0.0256,44766.49,23499,MACF1,Homo sapiens,microtubule actin crosslinking factor 1(MACF1)
14227,NM_032509,1.58,0.0353,39714.26,84549,MAK16,Homo sapiens,MAK16 homolog(MAK16)
14241,NM_032427,2.77,0.0015,16582.1,84441,MAML2,Homo sapiens,mastermind like transcriptional coactivator 2(MAML2)
14243,NM_005491,3.24,0.00516,13036.11,10046,MAMLD1,Homo sapiens,mastermind like domain containing 1(MAMLD1)
14245,NM_001130915,2.07,0.036,448.14,284358,MAMSTR,Homo sapiens,MEF2 activating motif and SAP domain containing transcriptional regulator(MAMSTR)
14270,NM_005909,5.13,0.0142,216901.94,4131,MAP1B,Homo sapiens,microtubule associated protein 1B(MAP1B)
14271,NM_181509,1.86,0.0477,109.53,84557,MAP1LC3A,Homo sapiens,microtubule associated protein 1 light chain 3 alpha(MAP1LC3A)
14272,NM_032514,6.68,0.0253,4401.2,84557,MAP1LC3A,Homo sapiens,microtubule associated protein 1 light chain 3 alpha(MAP1LC3A)
14284,NM_145109,1.48,0.0026,40051.42,5606,MAP2K3,Homo sapiens,mitogen-activated protein kinase kinase 3(MAP2K3)
14311,NM_145333,1.9,0.01,5753.62,6885,MAP3K7,Homo sapiens,mitogen-activated protein kinase kinase kinase 7(MAP3K7)
14312,NM_020152,5.1,0.0474,50.99,56911,MAP3K7CL,Homo sapiens,MAP3K7 C-terminal like(MAP3K7CL)
14317,NM_002375,1.44,0.00507,162940.88,4134,MAP4,Homo sapiens,microtubule associated protein 4(MAP4)
14318,NM_001134365,1.79,0.0405,5411.03,4134,MAP4,Homo sapiens,microtubule associated protein 4(MAP4)
14325,NM_145686,2.76,0.0416,7896.57,9448,MAP4K4,Homo sapiens,mitogen-activated protein kinase kinase kinase kinase 4(MAP4K4)
14326,NM_004834,3.67,0.00399,26925.27,9448,MAP4K4,Homo sapiens,mitogen-activated protein kinase kinase kinase kinase 4(MAP4K4)
14333,NM_018067,2.31,0.00663,21895.22,55700,MAP7D1,Homo sapiens,MAP7 domain containing 1(MAP7D1)
14335,NM_024597,3.05,0.0219,20841.87,79649,MAP7D3,Homo sapiens,MAP7 domain containing 3(MAP7D3)
14360,NM_002749,2.31,0.0404,12336.45,5598,MAPK7,Homo sapiens,mitogen-activated protein kinase 7(MAPK7)
14391,NM_014268,4.02,0.0124,29555.11,10982,MAPRE2,Homo sapiens,microtubule associated protein RP/EB family member 2(MAPRE2)
14419,NM_002356,2.32,0.00483,174021.97,4082,MARCKS,Homo sapiens,myristoylated alanine rich protein kinase C substrate(MARCKS)
14431,NM_001128919,1.8,0.0168,1043.09,4140,MARK3,Homo sapiens,microtubule affinity regulating kinase 3(MARK3)
14466,NM_199189,1.81,0.0218,1505.47,9782,MATR3,Homo sapiens,matrin 3(MATR3)
14480,NM_138441,4.05,0.02,7748.73,115004,CGAS,Homo sapiens,cyclic GMP-AMP synthase(CGAS)
14489,NM_003926,1.08,0.00671,26418.65,53615,MBD3,Homo sapiens,methyl-CpG binding domain protein 3(MBD3)
14504,NM_207292,1.71,0.0024,60244.94,4154,MBNL1,Homo sapiens,muscleblind like splicing regulator 1(MBNL1)
14505,NM_207297,2.71,0.0237,41138.54,4154,MBNL1,Homo sapiens,muscleblind like splicing regulator 1(MBNL1)
14509,NR_027038,1.55,0.00639,5292.37,401093,MBNL1-AS1,Homo sapiens,MBNL1 antisense RNA 1(MBNL1-AS1)
14520,NM_001146083,1.5,0.00873,4990.6,79143,MBOAT7,Homo sapiens,membrane bound O-acyltransferase domain containing 7(MBOAT7)
14534,NM_006500,4.64,0.0155,46294.7,4162,MCAM,Homo sapiens,melanoma cell adhesion molecule(MCAM)
14578,NM_024717,1.09,0.0474,110.36,79772,MCTP1,Homo sapiens,multiple C2 and transmembrane domain containing 1(MCTP1)
14579,NM_001002796,7.26,0.0487,8685.42,79772,MCTP1,Homo sapiens,multiple C2 and transmembrane domain containing 1(MCTP1)
14585,NM_138357,1.04,0.0149,23855.74,90550,MCU,Homo sapiens,mitochondrial calcium uniporter(MCU)
14612,NM_002396,1.68,0.0151,38257.29,4200,ME2,Homo sapiens,malic enzyme 2(ME2)
14629,NM_032286,1.11,0.0356,17681.3,84246,MED10,Homo sapiens,mediator complex subunit 10(MED10)
14670,NM_001145785,1.38,0.0448,1285.27,100271849,MEF2B,Homo sapiens,myocyte enhancer factor 2B(MEF2B)
14677,NM_001131005,6.41,0.0387,1631.62,4208,MEF2C,Homo sapiens,myocyte enhancer factor 2C(MEF2C)
14697,NM_172316,1.6,0.028,198.19,4212,MEIS2,Homo sapiens,Meis homeobox 2(MEIS2)
14698,NM_170676,2.28,0.0076,1637.67,4212,MEIS2,Homo sapiens,Meis homeobox 2(MEIS2)
14699,NM_170674,2.36,0.00849,1102.08,4212,MEIS2,Homo sapiens,Meis homeobox 2(MEIS2)
14700,NM_170675,2.84,0.0164,1981.68,4212,MEIS2,Homo sapiens,Meis homeobox 2(MEIS2)
14732,NM_001127500,3.22,0.0293,1687.01,4233,MET,Homo sapiens,"MET proto-oncogene, receptor tyrosine kinase(MET)"
14808,NM_001042680,1.58,0.0103,10653.7,126321,MFSD12,Homo sapiens,major facilitator superfamily domain containing 12(MFSD12)
14810,NM_032793,4.04,0.000254,3999.86,84879,MFSD2A,Homo sapiens,"MFSD2 lysolipid transporter A, lysophospholipid(MFSD2A)"
14827,NM_002406,1.81,0.00257,24579.86,4245,MGAT1,Homo sapiens,"alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase(MGAT1)"
14828,NM_001114619,2.05,0.00104,72206.07,4245,MGAT1,Homo sapiens,"alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase(MGAT1)"
14835,NM_014275,1.23,0.0371,77688.32,11282,MGAT4B,Homo sapiens,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B(MGAT4B)"
14883,NM_033386,2.05,0.00909,66141.98,85377,MICALL1,Homo sapiens,MICAL like 1(MICALL1)
14888,NM_181723,5.06,0.0106,3288.54,286097,MICU3,Homo sapiens,mitochondrial calcium uptake family member 3(MICU3)
14898,NM_019008,1.0,0.00386,38565.53,54471,MIEF1,Homo sapiens,mitochondrial elongation factor 1(MIEF1)
14909,NM_001077703,1.41,0.0162,2994.72,57708,MIER1,Homo sapiens,MIER1 transcriptional regulator(MIER1)
14911,NM_001077701,2.19,0.0147,11286.61,57708,MIER1,Homo sapiens,MIER1 transcriptional regulator(MIER1)
14912,NM_001077702,2.92,0.00955,3449.13,57708,MIER1,Homo sapiens,MIER1 transcriptional regulator(MIER1)
14921,NM_153182,1.72,0.0298,12309.5,84864,RIOX2,Homo sapiens,ribosomal oxygenase 2(RIOX2)
14935,NR_024430,8.86,0.00236,9182.92,399959,MIR100HG,Homo sapiens,mir-100-let-7a-2-mir-125b-1 cluster host gene(MIR100HG)
14943,NR_024373,1.92,0.0105,13322.03,541471,MIR4435-2HG,Homo sapiens,MIR4435-2 host gene(MIR4435-2HG)
14944,NR_015395,2.58,0.00581,5208.8,541471,MIR4435-2HG,Homo sapiens,MIR4435-2 host gene(MIR4435-2HG)
14955,NM_198158,2.3,0.00214,397.49,4286,MITF,Homo sapiens,melanocyte inducing transcription factor(MITF)
15033,NM_001145938,2.51,0.000232,78.57,4312,MMP1,Homo sapiens,matrix metallopeptidase 1(MMP1)
15045,NM_001127891,2.9,0.00218,226.69,4313,MMP2,Homo sapiens,matrix metallopeptidase 2(MMP2)
15046,NM_004530,11.43,0.0357,67661.39,4313,MMP2,Homo sapiens,matrix metallopeptidase 2(MMP2)
15086,NM_005942,2.2,0.0021,785.18,4337,MOCS1,Homo sapiens,molybdenum cofactor synthesis 1(MOCS1)
15196,NM_024569,1.26,0.0271,40558.5,9019,MPZL1,Homo sapiens,myelin protein zero like 1(MPZL1)
15205,NM_001085049,2.06,0.0275,11304.33,22808,MRAS,Homo sapiens,muscle RAS oncogene homolog(MRAS)
15206,NM_012219,2.07,0.00265,4104.14,22808,MRAS,Homo sapiens,muscle RAS oncogene homolog(MRAS)
15209,NM_006039,6.81,0.0397,47772.26,9902,MRC2,Homo sapiens,mannose receptor C-type 2(MRC2)
15274,NM_145644,1.93,0.00429,2579.63,51318,MRPL35,Homo sapiens,mitochondrial ribosomal protein L35(MRPL35)
15306,NM_181305,1.09,0.0188,13895.33,122704,MRPL52,Homo sapiens,mitochondrial ribosomal protein L52(MRPL52)
15324,NM_021107,1.58,0.00418,5492.61,6183,MRPS12,Homo sapiens,mitochondrial ribosomal protein S12(MRPS12)
15331,NM_016067,1.46,0.0304,2807.52,51023,MRPS18C,Homo sapiens,mitochondrial ribosomal protein S18C(MRPS18C)
15381,NM_080655,2.97,6.57e-06,24367.49,91283,MSANTD3,Homo sapiens,Myb/SANT DNA binding domain containing 3(MSANTD3)
15410,NM_002444,5.28,0.000317,518560.73,4478,MSN,Homo sapiens,moesin(MSN)
15441,NM_005950,4.02,0.0343,182.0,4495,MT1G,Homo sapiens,metallothionein 1G(MT1G)
15442,NM_005951,2.47,0.00734,44.16,4496,MT1H,Homo sapiens,metallothionein 1H(MT1H)
15446,NM_005952,2.53,0.0113,20585.76,4501,MT1X,Homo sapiens,metallothionein 1X(MT1X)
15476,NM_001099286,2.05,0.0388,6174.02,113115,MTFR2,Homo sapiens,mitochondrial fission regulator 2(MTFR2)
15480,NM_015440,2.01,0.00683,32285.72,25902,MTHFD1L,Homo sapiens,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like(MTHFD1L)
15482,NM_001144978,1.03,0.0376,2362.87,441024,MTHFD2L,Homo sapiens,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like(MTHFD2L)
15507,NM_016156,1.67,0.0455,35756.16,8898,MTMR2,Homo sapiens,myotubularin related protein 2(MTMR2)
15508,NM_201281,1.81,0.0493,17786.15,8898,MTMR2,Homo sapiens,myotubularin related protein 2(MTMR2)
15516,NM_015458,1.57,0.0367,28123.23,66036,MTMR9,Homo sapiens,myotubularin related protein 9(MTMR9)
15602,NM_001142935,1.1,0.0107,14309.12,83463,MXD3,Homo sapiens,MAX dimerization protein 3(MXD3)
15609,NM_001008528,2.16,0.0206,14277.25,439921,MXRA7,Homo sapiens,matrix remodeling associated 7(MXRA7)
15610,NM_001008529,3.62,0.0268,6267.93,439921,MXRA7,Homo sapiens,matrix remodeling associated 7(MXRA7)
15628,NM_014520,1.98,0.00589,60780.4,10514,MYBBP1A,Homo sapiens,MYB binding protein 1a(MYBBP1A)
15655,NM_005964,1.42,0.042,61820.33,4628,MYH10,Homo sapiens,myosin heavy chain 10(MYH10)
15683,NM_002475,1.51,0.0197,3905.26,140465,MYL6B,Homo sapiens,myosin light chain 6B(MYL6B)
15694,NM_033118,3.27,0.0445,244.97,85366,MYLK2,Homo sapiens,myosin light chain kinase 2(MYLK2)
15699,NM_012334,1.76,0.0479,91119.76,4651,MYO10,Homo sapiens,myosin X(MYO10)
15711,NM_001130158,1.65,0.0199,31147.61,4430,MYO1B,Homo sapiens,myosin IB(MYO1B)
15712,NM_012223,1.8,0.0153,42813.62,4430,MYO1B,Homo sapiens,myosin IB(MYO1B)
15717,NM_004998,1.45,0.00467,28335.18,4643,MYO1E,Homo sapiens,myosin IE(MYO1E)
15742,NM_013451,1.09,0.00405,2010.22,26509,MYOF,Homo sapiens,myoferlin(MYOF)
15842,NM_152667,1.61,0.00805,25370.89,140838,NANP,Homo sapiens,N-acetylneuraminic acid phosphatase(NANP)
15869,NM_172164,1.64,0.0328,2333.22,4678,NASP,Homo sapiens,nuclear autoantigenic sperm protein(NASP)
15870,NM_152298,2.02,0.0275,26013.11,4678,NASP,Homo sapiens,nuclear autoantigenic sperm protein(NASP)
15885,NM_012191,1.84,0.00411,1915.21,24142,NAA80,Homo sapiens,"N-alpha-acetyltransferase 80, NatH catalytic subunit(NAA80)"
15890,NM_020443,3.47,0.0204,66109.53,89796,NAV1,Homo sapiens,neuron navigator 1(NAV1)
15892,NM_001111018,2.63,0.0421,5027.09,89797,NAV2,Homo sapiens,neuron navigator 2(NAV2)
15894,NM_014903,5.95,0.0111,16677.78,89795,NAV3,Homo sapiens,neuron navigator 3(NAV3)
15936,NM_017760,1.8,0.00333,17759.21,54892,NCAPG2,Homo sapiens,non-SMC condensin II complex subunit G2(NCAPG2)
15950,NM_001146277,2.61,0.0169,68743.66,57552,NCEH1,Homo sapiens,neutral cholesterol ester hydrolase 1(NCEH1)
15990,NM_001077261,3.91,0.0262,12750.41,9612,NCOR2,Homo sapiens,nuclear receptor corepressor 2(NCOR2)
16002,NM_018087,1.23,0.0458,35762.03,55706,NDC1,Homo sapiens,NDC1 transmembrane nucleoporin(NDC1)
16003,NM_006101,1.7,0.0148,17740.24,10403,NDC80,Homo sapiens,NDC80 kinetochore complex component(NDC80)
16052,NM_174889,1.3,0.00806,9911.56,91942,NDUFAF2,Homo sapiens,NADH:ubiquinone oxidoreductase complex assembly factor 2(NDUFAF2)
16058,NM_014165,1.21,0.0456,9423.42,29078,NDUFAF4,Homo sapiens,NADH:ubiquinone oxidoreductase complex assembly factor 4(NDUFAF4)
16126,NM_173808,8.71,0.00417,23226.87,257194,NEGR1,Homo sapiens,neuronal growth regulator 1(NEGR1)
16129,NM_145043,1.18,0.0109,8651.03,252969,NEIL2,Homo sapiens,nei like DNA glycosylase 2(NEIL2)
16130,NM_001135748,1.26,0.0433,1272.9,252969,NEIL2,Homo sapiens,nei like DNA glycosylase 2(NEIL2)
16180,NM_001005408,2.11,0.00733,12616.59,84461,NEURL4,Homo sapiens,neuralized E3 ubiquitin protein ligase 4(NEURL4)
16186,NM_144573,8.19,0.00987,4424.01,91624,NEXN,Homo sapiens,nexilin F-actin binding protein(NEXN)
16244,NM_001077494,2.13,0.0116,1715.0,4791,NFKB2,Homo sapiens,nuclear factor kappa B subunit 2(NFKB2)
16247,NM_002503,1.29,0.0014,1501.0,4793,NFKBIB,Homo sapiens,NFKB inhibitor beta(NFKBIB)
16248,NM_139239,1.12,0.0425,277.94,84807,NFKBID,Homo sapiens,NFKB inhibitor delta(NFKBID)
16268,NM_002505,4.58,0.000478,46684.18,4800,NFYA,Homo sapiens,nuclear transcription factor Y subunit alpha(NFYA)
16293,NM_024782,1.47,0.0427,7312.06,79840,NHEJ1,Homo sapiens,non-homologous end joining factor 1(NHEJ1)
16318,NM_032390,1.25,0.0139,27390.57,84365,NIFK,Homo sapiens,nucleolar protein interacting with the FHA domain of MKI67(NIFK)
16374,NM_006168,4.65,0.00872,2704.5,4825,NKX6-1,Homo sapiens,NK6 homeobox 1(NKX6-1)
16379,NM_020795,1.42,0.0283,64459.54,57555,NLGN2,Homo sapiens,neuroligin 2(NLGN2)
16387,NM_020726,1.1,0.0485,35934.94,57486,NLN,Homo sapiens,neurolysin(NLN)
16396,NM_176821,3.1,0.00703,110.77,338322,NLRP10,Homo sapiens,NLR family pyrin domain containing 10(NLRP10)
16437,NM_004688,1.56,0.0317,5439.3,9111,NMI,Homo sapiens,N-myc and STAT interactor(NMI)
16448,NM_004808,2.1,0.0139,18337.35,9397,NMT2,Homo sapiens,N-myristoyltransferase 2(NMT2)
16454,NM_006169,5.11,0.0128,16600.98,4837,NNMT,Homo sapiens,nicotinamide N-methyltransferase(NNMT)
16461,NM_022451,1.28,0.0311,27964.77,64318,NOC3L,Homo sapiens,NOC3 like DNA replication regulator(NOC3L)
16478,NM_138400,1.1,0.0254,36683.62,64434,NOM1,Homo sapiens,nucleolar protein with MIF4G domain 1(NOM1)
16490,NM_016391,1.85,0.00245,5564.02,51491,NOP16,Homo sapiens,NOP16 nucleolar protein(NOP16)
16515,NM_002514,6.7,0.00645,11400.47,4856,CCN3,Homo sapiens,cellular communication network factor 3(CCN3)
16570,NM_199185,1.13,0.0271,232471.85,4869,NPM1,Homo sapiens,nucleophosmin 1(NPM1)
16571,NM_001037738,1.31,0.0303,48936.23,4869,NPM1,Homo sapiens,nucleophosmin 1(NPM1)
16573,NM_006993,1.31,0.0414,12932.83,10360,NPM3,Homo sapiens,nucleophosmin/nucleoplasmin 3(NPM3)
16597,NM_005972,3.09,0.0382,65.13,5540,NPY4R,Homo sapiens,neuropeptide Y receptor Y4(NPY4R)
16628,NR_021490,2.32,0.0244,189.95,441094,NR2F1-AS1,Homo sapiens,NR2F1 antisense RNA 1(NR2F1-AS1)
16641,NM_001018076,2.29,0.0014,21633.32,2908,NR3C1,Homo sapiens,nuclear receptor subfamily 3 group C member 1(NR3C1)
16642,NM_000176,4.4,4.18e-05,59465.35,2908,NR3C1,Homo sapiens,nuclear receptor subfamily 3 group C member 1(NR3C1)
16668,NM_001101662,1.09,0.0219,91335.34,4898,NRDC,Homo sapiens,nardilysin convertase(NRDC)
16677,NM_001142477,2.51,0.0127,1001.81,9315,NREP,Homo sapiens,neuronal regeneration related protein(NREP)
16687,NM_004495,2.32,0.0331,980.32,3084,NRG1,Homo sapiens,neuregulin 1(NRG1)
16688,NM_013956,2.46,0.00703,738.79,3084,NRG1,Homo sapiens,neuregulin 1(NRG1)
16689,NM_001160007,2.58,0.0258,781.4,3084,NRG1,Homo sapiens,neuregulin 1(NRG1)
16694,NM_001159995,4.01,0.00454,2200.12,3084,NRG1,Homo sapiens,neuregulin 1(NRG1)
16695,NM_013960,4.45,0.00735,3960.48,3084,NRG1,Homo sapiens,neuregulin 1(NRG1)
16696,NM_001160008,4.65,0.0107,1580.47,3084,NRG1,Homo sapiens,neuregulin 1(NRG1)
16697,NM_013957,4.78,3.84e-07,3220.11,3084,NRG1,Homo sapiens,neuregulin 1(NRG1)
16698,NM_001160005,4.92,0.00236,2127.44,3084,NRG1,Homo sapiens,neuregulin 1(NRG1)
16699,NM_001160001,5.07,0.00317,2293.18,3084,NRG1,Homo sapiens,neuregulin 1(NRG1)
16716,NM_001024629,1.92,0.0479,2098.74,8829,NRP1,Homo sapiens,neuropilin 1(NRP1)
16718,NM_001024628,3.71,0.00191,10512.49,8829,NRP1,Homo sapiens,neuropilin 1(NRP1)
16778,NM_001002009,1.59,0.0259,3631.73,51251,NT5C3A,Homo sapiens,"5'-nucleotidase, cytosolic IIIA(NT5C3A)"
16784,NM_002526,7.81,0.00916,146032.8,4907,NT5E,Homo sapiens,5'-nucleotidase ecto(NT5E)
16795,NM_014064,1.1,0.0181,20309.44,28989,NTMT1,Homo sapiens,N-terminal Xaa-Pro-Lys N-methyltransferase 1(NTMT1)
16798,NM_021229,3.51,0.0116,11392.59,59277,NTN4,Homo sapiens,netrin 4(NTN4)
16819,NM_014840,2.26,0.0102,23320.07,9891,NUAK1,Homo sapiens,NUAK family kinase 1(NUAK1)
16828,NM_006600,1.25,0.00612,53235.71,10726,NUDC,Homo sapiens,"nuclear distribution C, dynein complex regulator(NUDC)"
16830,NM_032869,1.12,0.0188,50253.84,84955,NUDCD1,Homo sapiens,NudC domain containing 1(NUDCD1)
16845,NM_018283,1.19,0.0238,23513.58,55270,NUDT15,Homo sapiens,nudix hydrolase 15(NUDT15)
16898,NM_017426,1.19,0.02,21208.97,53371,NUP54,Homo sapiens,nucleoporin 54(NUP54)
16905,NM_002532,1.57,0.0357,8739.0,4927,NUP88,Homo sapiens,nucleoporin 88(NUP88)
16917,NM_138459,1.27,0.0056,112266.23,116150,NUS1,Homo sapiens,NUS1 dehydrodolichyl diphosphate synthase subunit(NUS1)
16924,NR_024397,1.8,0.000478,1044.33,728190,NUTM2A-AS1,Homo sapiens,NUTM2A antisense RNA 1(NUTM2A-AS1)
16942,NM_022463,3.26,0.0088,32861.14,64359,NXN,Homo sapiens,nucleoredoxin(NXN)
16956,NM_013248,1.24,0.00147,16975.83,29107,NXT1,Homo sapiens,nuclear transport factor 2 like export factor 1(NXT1)
16999,NM_002539,3.02,0.0368,134399.02,4953,ODC1,Homo sapiens,ornithine decarboxylase 1(ODC1)
17082,NM_001708,1.46,0.0371,137.02,611,OPN1SW,Homo sapiens,"opsin 1, short wave sensitive(OPN1SW)"
17289,NM_032831,1.24,0.0232,379.23,80228,ORAI2,Homo sapiens,ORAI calcium release-activated calcium modulator 2(ORAI2)
17292,NM_004153,1.71,0.0421,9779.46,4998,ORC1,Homo sapiens,origin recognition complex subunit 1(ORC1)
17310,NM_001017958,1.41,0.00963,7830.3,10956,OS9,Homo sapiens,OS9 endoplasmic reticulum lectin(OS9)
17311,NM_001017957,2.21,0.000752,9411.72,10956,OS9,Homo sapiens,OS9 endoplasmic reticulum lectin(OS9)
17323,NM_145321,1.38,0.0111,1783.58,26031,OSBPL3,Homo sapiens,oxysterol binding protein like 3(OSBPL3)
17328,NM_145739,2.01,0.0377,1663.65,114880,OSBPL6,Homo sapiens,oxysterol binding protein like 6(OSBPL6)
17354,NM_003999,2.47,0.00209,50606.71,9180,OSMR,Homo sapiens,oncostatin M receptor(OSMR)
17355,NM_145260,6.84,0.0495,994.33,130497,OSR1,Homo sapiens,odd-skipped related transcription factor 1(OSR1)
17362,NM_014028,1.27,0.0414,38013.08,28962,OSTM1,Homo sapiens,osteoclastogenesis associated transmembrane protein 1(OSTM1)
17415,NM_005109,1.24,0.00508,59152.15,9943,OXSR1,Homo sapiens,oxidative stress responsive kinase 1(OXSR1)
17430,NR_002829,2.5,0.04,5.64,440799,P2RX6P,Homo sapiens,purinergic receptor P2X 6 pseudogene(P2RX6P)
17460,NM_182904,5.75,0.0322,1734.97,283208,P4HA3,Homo sapiens,prolyl 4-hydroxylase subunit alpha 3(P4HA3)
17475,NM_001135654,1.47,0.00399,47308.85,8761,PABPC4,Homo sapiens,poly(A) binding protein cytoplasmic 4(PABPC4)
17503,NM_018440,1.61,0.0455,33594.18,55824,PAG1,Homo sapiens,phosphoprotein membrane anchor with glycosphingolipid microdomains 1(PAG1)
17515,NM_006452,1.49,0.044,8076.57,10606,PAICS,Homo sapiens,phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase(PAICS)
17524,NM_017906,1.8,0.00069,18579.65,55003,PAK1IP1,Homo sapiens,PAK1 interacting protein 1(PAK1IP1)
17549,NM_007203,3.78,0.0148,8280.01,445815,PALM2AKAP2,Homo sapiens,PALM2 and AKAP2 fusion(PALM2AKAP2)
17550,NM_147150,4.46,0.0104,27190.98,445815,PALM2AKAP2,Homo sapiens,PALM2 and AKAP2 fusion(PALM2AKAP2)
17554,NM_138766,2.96,0.00254,21186.9,5066,PAM,Homo sapiens,peptidylglycine alpha-amidating monooxygenase(PAM)
17555,NM_138822,3.07,0.0333,18159.52,5066,PAM,Homo sapiens,peptidylglycine alpha-amidating monooxygenase(PAM)
17568,NM_153638,1.71,0.0435,12004.37,80025,PANK2,Homo sapiens,pantothenate kinase 2(PANK2)
17571,NM_015368,1.08,0.0422,24719.48,24145,PANX1,Homo sapiens,pannexin 1(PANX1)
17591,NM_021936,3.88,0.0415,151.9,60676,PAPPA2,Homo sapiens,pappalysin 2(PAPPA2)
17596,NM_001040202,1.83,0.0205,34752.79,152559,PAQR3,Homo sapiens,progestin and adipoQ receptor family member 3(PAQR3)
17598,NM_001104554,1.47,0.00939,976.19,54852,PAQR5,Homo sapiens,progestin and adipoQ receptor family member 5(PAQR5)
17603,NM_133367,1.95,0.0211,7642.14,85315,PAQR8,Homo sapiens,progestin and adipoQ receptor family member 8(PAQR8)
17641,NM_024615,2.12,0.0177,4992.09,79668,PARP8,Homo sapiens,poly(ADP-ribose) polymerase family member 8(PARP8)
17911,NM_013363,6.78,0.0359,13289.5,26577,PCOLCE2,Homo sapiens,procollagen C-endopeptidase enhancer 2(PCOLCE2)
17946,NM_014976,1.05,0.0167,82600.39,22984,PDCD11,Homo sapiens,programmed cell death 11(PDCD11)
17947,NM_025239,7.23,0.0111,413.2,80380,PDCD1LG2,Homo sapiens,programmed cell death 1 ligand 2(PDCD1LG2)
17954,NM_004708,1.37,0.0188,13323.72,9141,PDCD5,Homo sapiens,programmed cell death 5(PDCD5)
17981,NM_006202,2.84,2.43e-09,367.09,5141,PDE4A,Homo sapiens,phosphodiesterase 4A(PDE4A)
17982,NM_001111307,3.63,0.032,3467.1,5141,PDE4A,Homo sapiens,phosphodiesterase 4A(PDE4A)
17983,NM_001111309,4.26,0.000646,5224.12,5141,PDE4A,Homo sapiens,phosphodiesterase 4A(PDE4A)
17984,NM_001111308,4.9,0.0215,10393.13,5141,PDE4A,Homo sapiens,phosphodiesterase 4A(PDE4A)
18046,NM_016205,2.92,0.00719,41644.86,56034,PDGFC,Homo sapiens,platelet derived growth factor C(PDGFC)
18080,NM_001011516,1.15,0.0204,3359.68,10611,PDLIM5,Homo sapiens,PDZ and LIM domain 5(PDLIM5)
18082,NM_213636,1.34,0.0113,6558.14,9260,PDLIM7,Homo sapiens,PDZ and LIM domain 7(PDLIM7)
18083,NM_005451,2.7,0.0109,19328.56,9260,PDLIM7,Homo sapiens,PDZ and LIM domain 7(PDLIM7)
18108,NM_020315,1.24,0.0369,29296.76,57026,PDXP,Homo sapiens,pyridoxal phosphatase(PDXP)
18141,NM_015946,1.92,0.00651,29685.4,53918,PELO,Homo sapiens,pelota mRNA surveillance and ribosome rescue factor(PELO)
18185,NM_012393,1.86,0.0499,34066.3,5198,PFAS,Homo sapiens,phosphoribosylformylglycinamidine synthase(PFAS)
18187,NM_012394,1.19,0.00226,19821.93,5202,PFDN2,Homo sapiens,prefoldin subunit 2(PFDN2)
18200,NM_002627,1.7,0.000994,125945.25,5214,PFKP,Homo sapiens,"phosphofructokinase, platelet(PFKP)"
18201,NM_005022,1.58,0.00093,366444.21,5216,PFN1,Homo sapiens,profilin 1(PFN1)
18207,NM_002629,1.99,0.0442,9229.32,5223,PGAM1,Homo sapiens,phosphoglycerate mutase 1(PGAM1)
18209,NM_001029891,1.0,0.0197,37960.99,441531,PGAM4,Homo sapiens,phosphoglycerate mutase family member 4(PGAM4)
18218,NM_032507,1.75,0.0284,6489.71,84547,PGBD1,Homo sapiens,piggyBac transposable element derived 1(PGBD1)
18235,NM_002633,1.22,0.0117,60260.94,5236,PGM1,Homo sapiens,phosphoglucomutase 1(PGM1)
18253,NM_001100165,2.07,0.0191,23237.8,9749,PHACTR2,Homo sapiens,phosphatase and actin regulator 2(PHACTR2)
18264,NM_004427,1.8,0.00367,89808.56,1912,PHC2,Homo sapiens,polyhomeotic homolog 2(PHC2)
18280,NM_015651,1.76,0.022,16686.99,26147,PHF19,Homo sapiens,PHD finger protein 19(PHF19)
18310,NM_007350,2.29,0.0383,194094.48,22822,PHLDA1,Homo sapiens,pleckstrin homology like domain family A member 1(PHLDA1)
18318,NM_001134438,3.1,0.0431,23046.44,90102,PHLDB2,Homo sapiens,pleckstrin homology like domain family B member 2(PHLDB2)
18331,NM_006608,1.73,0.0127,7956.51,10745,PHTF1,Homo sapiens,putative homeodomain transcription factor 1(PHTF1)
